kode,advt_median,advt_mean,rasio_mean_median,market_cap,harga_median,volume_median,turnover_bps,amihud_per_miliar,volatilitas_tahunan,rentang_harian_relatif,max_drawdown,beta_ihsg,pct_hari_volume_nol,pct_hari_harga_stagnan,umur_listing_tahun,jumlah_hari_bursa,sektor_Basic Materials,sektor_Consumer Cyclicals,sektor_Consumer Non-Cyclicals,sektor_Energy,sektor_Financials,sektor_Healthcare,sektor_Industrials,sektor_Infrastructure,sektor_Properties & Real Estate,sektor_Technology,sektor_Tidak Diketahui,sektor_Transportation & Logistics,kelas_likuiditas,kelas_kode
BYAN,0.5275362431831078,0.41318249774158083,-0.7338533296935076,2.6900926070359414,2.3489853360382233,-0.5091815525837003,-1.1287311160934825,-0.6403937663422227,-0.9758823698964011,-1.1488314638031198,1.1811693698316668,-0.9530003551978187,-0.33067839903793445,-0.6510956169022651,0.2061913609873382,0.0,0,0,0,1,0,0,0,0,0,0,0,0,Tidak Likuid,0
LRNA,-0.45527609599570557,-0.4645013025039933,1.0969427458713974,-1.391333500188309,-0.2580926206518702,-0.4991748605286919,-0.328019106765527,1.1647004012775861,0.34893746890223193,1.0366728062829111,-0.008232672755170567,-0.6421489587808459,-0.33067839903793445,-0.6711029400445041,-0.27490668462700263,0.0,0,0,0,0,0,0,0,0,0,0,0,1,Tidak Likuid,0
CBRE,-0.14459189825916943,-0.16965652556192146,0.5212769562493144,-1.0733407898232654,-1.4103733569929737,0.35900814339418347,0.11179061307511456,0.24217357756698457,1.0422925033652877,-0.6030368787055319,-0.30741881230067586,0.331066204369118,-0.3072408108173451,-0.01086127635062089,-1.0158255376942622,0.0,0,0,0,1,0,0,0,0,0,0,0,0,Likuid,2
GEMS,0.6623692339958149,0.7357519393019695,-0.3039188154784782,1.9412142595627269,2.2565320614729547,-0.17408863599425414,-0.892028145412312,-0.6412944006789563,-0.012306422632110268,-0.04044045507839752,-0.7837250167107567,1.3794512222387665,-0.33067839903793445,-1.1312713723159984,-0.07057932934678074,0.0,0,0,0,1,0,0,0,0,0,0,0,0,Menengah,1
JECC,-0.2805777841919377,-0.45941412504472073,0.1291488550689402,-0.3690676199125621,0.5704741204891653,-0.6688560316902713,-0.8609704180959146,0.36997240070775733,0.7688676950905844,0.37425314590481507,-0.6470287926123348,0.7081729265381875,-0.33067839903793445,-0.07088324577733739,1.5403561148966056,0.0,0,0,0,0,0,0,1,0,0,0,0,0,Tidak Likuid,0
SOLA,-0.30792242304740086,0.5482915292865588,4.273057180452848,-0.8756386746046576,-0.9707579490095702,-0.04284192304177077,-0.5490190197225674,-0.6456205224408099,0.6106778418789844,-0.7579372459580785,0.35338307108049194,-0.9653582994925398,-0.1900528697143984,2.12992229986894,-1.128437773274839,0.0,1,0,0,0,0,0,0,0,0,0,0,0,Menengah,1
OASA,1.065392628497676,1.0625998708827171,-1.0094803023732677,-0.06385565884787082,-0.3480899642762584,1.427779386809355,3.005613274143854,-0.6463805621745352,0.1309692756604594,0.6073710750394555,0.23752963983789116,0.5874636784168741,0.27869889469738846,-0.49103703176435404,-0.46646358020221074,0.0,0,0,0,0,0,0,0,1,0,0,0,0,Likuid,2
LPLI,-0.21734434569567293,-0.36991144712369206,0.13420085541161067,-0.5592975221073806,0.05916956239668217,-0.3620215695110417,-0.6308268571791366,1.1483927667669651,0.1462235934982858,0.39798273917483373,0.5969648581850571,0.6812272190882933,-0.33067839903793445,-0.7911468788979373,1.800873492878889,0.0,0,0,0,0,0,0,0,0,1,0,0,0,Tidak Likuid,0
TKIM,0.86209488261384,0.8816447127738204,-0.7280690608943474,1.4112526913387018,1.9717359783497792,0.21436371071322927,-0.002641427593524342,-0.6456854434692629,-0.6100858190028207,-0.538446953644224,-0.32963342654379574,1.15327815255522,-0.33067839903793445,-0.9712127871780872,1.7632586842932116,0.0,1,0,0,0,0,0,0,0,0,0,0,0,Likuid,2
FIMP,-1.6650579819541917,-1.3500724859376754,4.273057180452848,-1.7118902622238028,-0.7454100414066367,-1.8697928546172282,-1.1367238728818143,4.05761523416701,0.5752531084651128,-1.3092348289714058,-1.1151023988117263,-1.6844657620541177,1.9193300701386429,1.3096220510371457,-0.8672238247631916,0.0,0,0,0,0,0,0,0,1,0,0,0,0,Tidak Likuid,0
BHAT,0.524066722483573,0.7172808146493345,0.34047057432558575,0.43875697409181214,0.438071517921887,0.384829902773003,0.11369921534161653,-0.6302019497063412,-1.2139406549633145,-0.9269433270984753,1.263710012446844,-0.62964152610383,0.30213648291797784,0.589358417916546,-0.7838675514159191,0.0,0,0,0,0,1,0,0,0,0,0,0,0,Tidak Likuid,0
ARKO,0.2854721774332919,0.25568861820387706,-0.14443867820256245,0.4852383407928427,0.8267466690951861,-0.043939030663880885,-0.5017060915593488,-0.5890849850545203,-0.04382751189066954,0.11153165758480554,0.026867867338149602,-0.0798510207260693,-0.33067839903793445,-0.5710663243333096,-0.9728703550501245,0.0,0,0,0,0,0,0,0,1,0,0,0,0,Likuid,2
ASBI,-0.7423454246335116,-0.9862005957649232,0.589879015528395,-0.8911758966666441,0.38139061374305894,-1.1651413633405951,-1.042172061681595,1.890034011338434,0.8022609496134182,0.9173266820747223,-1.1560833886691837,-0.39205611049499367,1.0755768941974262,0.2892485707829624,1.792282456350061,0.0,0,0,0,0,1,0,0,0,0,0,0,0,Tidak Likuid,0
ENRG,0.9888438525570028,1.2715816296984126,-0.01684400098696418,0.8201387953176353,-0.061037674804853226,1.2268996694575618,1.304457675174619,-0.6467400899892326,0.32601432754631465,0.5357427098771913,-0.47544846172740196,1.1148847887320232,-0.33067839903793445,-0.7111175863289817,0.5607457604338143,0.0,0,0,0,1,0,0,0,0,0,0,0,0,Likuid,2
AIMS,0.4860172013102078,0.40117883950551503,-0.5947246592205522,-1.2022539479612153,0.2676176973226612,0.4170193074414164,2.5634802552348765,1.0674384658255132,0.9441217100451903,1.209079264907784,-1.1560833886691837,1.3821074175697297,-0.3072408108173451,-0.691110263186743,0.8052420162407162,0.0,0,0,0,1,0,0,0,0,0,0,0,0,Tidak Likuid,0
SHID,-0.3274056774146189,-0.4186127587069446,0.5453121421328073,0.010752756989195058,0.8134998694872321,-0.8027781084268993,-1.0174500460250633,0.22747669923304034,1.1910049088928143,1.1400342072407224,-0.6647702528034741,0.19320492834486833,-0.2838032225967558,-0.7711395557556985,1.7551320281172937,0.0,0,1,0,0,0,0,0,0,0,0,0,0,Tidak Likuid,0
RSGK,-1.2639050113188612,-0.9527590768699854,4.001488382822901,-0.048345463257347975,0.8524159241891794,-2.0480490095854793,-1.141477817254476,0.7856717069501927,-0.3245327246799305,-0.5353268726047269,0.4976978471914301,-0.8609645550522932,2.4115194227710193,1.3696440204638622,-0.9025167315843209,0.0,0,0,0,0,0,1,0,0,0,0,0,0,Tidak Likuid,0
BINO,0.20894218808779674,0.30963360154926295,0.4663889608408082,-0.5554535190153692,-0.34370122826351296,0.3472632786421927,0.5484085586310915,-0.5703731169883836,1.3576639029934523,1.0517131026844202,-1.507180138313361,-0.3266541894750275,-0.33067839903793445,-0.4510223854798763,-0.9206275653477951,0.0,0,0,0,0,0,0,1,0,0,0,0,0,Tidak Likuid,0
MPOW,0.34396246615903575,0.3723653235593031,-0.016885913186191738,-1.2470976355593488,-0.5937170175376669,0.6139831927601586,2.1236007973222133,-0.5918352529372795,1.5958693149011778,2.0718000744755405,0.47551568209636025,0.1031526618617556,-0.2838032225967558,-0.4710297086221151,-0.5481945223142995,0.0,0,0,0,0,0,0,0,1,0,0,0,0,Menengah,1
PPGL,-0.36941154663248704,-0.7270801874483079,-0.38584129003974854,-1.2256655875518674,-0.5313796549713061,-0.3002518424590686,-0.3383494259396851,-0.033345662837672735,-1.3046327405069489,-0.6347519796855662,1.1167001569389865,-0.6357609901941879,-0.33067839903793445,0.42929983277863476,-0.8061578083555798,0.0,0,0,0,0,0,0,0,0,0,0,0,1,Tidak Likuid,0
VICI,0.16992694920038545,-0.19081327431007047,-1.021602562137596,0.6920886299390755,0.5803244067462472,-0.08724660139959918,-0.8444451710818619,-0.5840118290748572,-1.614438370171582,-0.8504823032878415,1.6185159019072979,-0.6451595621558782,-0.33067839903793445,0.8694609419078901,-0.8409863348237995,0.0,0,0,1,0,0,0,0,0,0,0,0,0,Menengah,1
CLAY,-1.0805347955889573,-0.44145813776243337,4.273057180452848,-0.021225811043387624,0.26109261202295697,-1.4004321162824578,-1.1369667190700976,4.05761523416701,0.6057260243699484,-0.8085606467259195,-0.6999002647295941,-1.50480225895871,1.8490173054768744,0.7494170030544569,-0.6786854014818959,0.0,0,1,0,0,0,0,0,0,0,0,0,0,Tidak Likuid,0
SPTO,0.31268738903481763,0.2197633855067645,-0.40007676511093565,0.25293554520901734,0.5803244067462472,0.10285298566433225,-0.17309216541081013,-0.6192222018300875,-1.0135271557913603,-0.7545779257253988,1.3497836087912176,-0.12605602507103517,-0.33067839903793445,-0.21093450777300973,-0.6208700475446512,0.0,0,0,0,0,0,0,1,0,0,0,0,0,Menengah,1
NEST,0.7434949825424523,0.7978523403608119,-0.4746547481101845,0.18054687457817872,0.2291190614750567,0.7591674835277673,1.2948929186776539,-0.6427237481542556,0.0715788601259363,0.3408585019455635,-0.9567164109842567,0.949860786145612,-0.33067839903793445,-0.8590505210776572,-1.1425456483962324,0.0,0,0,1,0,0,0,0,0,0,0,0,0,Menengah,1
NIRO,-0.42067813030200046,-0.11504646838042375,2.4349816302209217,0.5080187355309294,-0.38906099640634567,-0.4377436265331697,-1.1151931069566359,1.8318975792170562,-1.4148202673686447,-1.2710345599040598,1.3730291282481788,-1.2032154335377188,-0.09630251683204102,2.0498930072999846,-0.1404685724596748,0.0,0,0,0,0,0,0,0,0,1,0,0,0,Tidak Likuid,0
AGRS,0.17360257929650663,0.15649090179549768,0.0636090750457725,0.5680769643316976,-0.7754947790565698,0.48739842978525805,-0.7707817360602709,-0.5898844992691424,0.060535755582051105,0.21787355814290132,-0.5774618896726086,0.9968592914764,-0.33067839903793445,0.32926321706744033,-0.33318641891715695,0.0,0,0,0,0,1,0,0,0,0,0,0,0,Tidak Likuid,0
SMRA,1.1422971022152848,1.1966431368710693,-0.9400235732889045,0.97700339708123,0.3894335296013364,1.2123213064577583,1.5776851133327932,-0.647840571685979,-0.6364288305816158,-0.30668655027267944,-0.6643115103796965,1.4857590448497169,-0.33067839903793445,-0.8911834946091318,1.7553642182937483,0.0,0,0,0,0,0,0,0,0,1,0,0,0,Likuid,2
KKES,-0.7044401441928928,-1.258385693022588,-0.5935496454963559,-1.568925469693159,-1.3629180394866476,-0.39719069765246134,-0.7619898687241724,2.2965644963552125,-0.004431194829647342,-1.0937981319087324,-0.6028400255935108,-1.2825489279418893,-0.33067839903793445,1.0295195270458015,-0.9800682505202233,0.0,1,0,0,0,0,0,0,0,0,0,0,0,Tidak Likuid,0
LFLO,-0.44864322903098913,-0.5305481171625976,0.7794527447750922,-0.9638331330608616,-0.5225496977805456,-0.4347330789257935,-0.7644507149591819,1.8604961094954022,0.8910281109990913,2.1269938262687997,0.30818946450116047,0.30888821732628213,-0.02598975217027299,-0.7311249094712207,-0.8667594444102821,0.0,0,1,0,0,0,0,0,0,0,0,0,0,Tidak Likuid,0
WINS,0.6213258061723321,0.5097156794277786,-0.8323154173004468,0.27422712630979745,0.31188688971636874,0.5911480111003169,0.7595949346243425,-0.636374655535143,-0.4788491358638218,-0.284868777581093,-0.02983802230007739,0.21857990266038127,-0.33067839903793445,-0.8711761714668929,0.01138380294176283,0.0,0,0,0,1,0,0,0,0,0,0,0,0,Menengah,1
NOBU,0.477549151113701,0.5516313828691618,-0.042613912202866026,0.7397045198088912,0.5803244067462472,0.2987384872802338,-0.3093633914584211,-0.6190647164696357,0.1347124153759931,0.39331525914189036,0.1608394633146267,-0.25847214718395917,-0.33067839903793445,-0.8111542020401762,-0.1982839263969194,0.0,0,0,0,0,1,0,0,0,0,0,0,0,Menengah,1
MEDS,-1.1537301084477347,-1.505820092700475,0.8122479281158173,-1.233667800738641,-0.9707579490095702,-1.1166374601780897,-1.1144691537598692,-0.6484638082004259,-2.401341300874114,-1.9758203104759775,2.1633767897848544,-1.2620349024739448,-0.2369280461555771,3.270339718976557,-0.9805326308731329,0.0,0,0,0,0,0,1,0,0,0,0,0,0,Menengah,1
MIRA,-0.46118542148946823,-0.7147989975659215,0.11570253896179719,-1.6122238385689196,-1.975371789541197,0.20887030004399387,-0.15780205894715887,1.23909238238235,1.848411610141785,1.2859899924195068,-0.41842557123495316,-1.1627007942207828,-0.33067839903793445,0.9694975576190845,1.184176384214946,0.0,0,0,0,0,0,0,0,0,0,0,0,1,Tidak Likuid,0
ELTY,0.18881080322207855,-0.028574383010586894,-0.6421205213263539,-0.3168712350439892,-1.8135940993122417,0.9602672035535307,0.1542459952129122,-0.4666510122870863,1.2555691852387736,0.3714799132257392,-0.7484303842976352,0.6707417304735803,-0.33067839903793445,1.1895781121837123,1.2905194850312434,0.0,0,0,0,0,0,0,0,0,1,0,0,0,Menengah,1
SMCB,-0.7488824087336282,-0.3452094191463033,3.485093462398375,0.9349214872404306,0.7078691185720822,-1.3076099528296012,-1.1404055993635127,-0.346767207542868,-0.9364369001194977,-1.6506244336413372,0.5782413113096115,-1.1038761481593056,2.3412066581092508,1.5297026056017735,2.3384309017999776,0.0,1,0,0,0,0,0,0,0,0,0,0,0,Tidak Likuid,0
BFIN,0.8664186535070819,0.8674126747869116,-0.7870460100678436,1.277304388201751,0.7930802947766464,0.7034330990327857,0.15995698828844754,-0.64510158582727,-0.575280849773012,-0.33891214004319176,0.3368795624058381,0.5171568647071512,-0.33067839903793445,-0.7311249094712207,1.7532745067056554,0.0,0,0,0,0,1,0,0,0,0,0,0,0,Likuid,2
MBAP,0.2652718366288419,0.029222754413828336,-0.7869520685918616,0.5366161311730495,1.4282553934240956,-0.31646153028542984,-0.5802108633850402,-0.6124603755782088,-0.6003352224939176,-0.35062536907861824,-1.2849208841799573,0.6106967721898683,-0.33067839903793445,-0.9111908177513708,-0.29487503980211527,0.0,0,0,0,1,0,0,0,0,0,0,0,0,Tidak Likuid,0
CMNT,1.2142927854976726,1.2191980931303645,-1.0870739696321519,1.3124552647350893,0.7948079921992851,1.1277026392927454,1.2946232431725238,-0.6480184796285383,-0.6035140071308456,-0.43551910642008235,0.4030569981804402,-0.3086952624095997,-0.33067839903793445,-0.21093450777300973,-0.9025167315843209,0.0,1,0,0,0,0,0,0,0,0,0,0,0,Likuid,2
DOSS,0.42679711433480383,0.6274358837891078,0.5227410313527199,-0.6068686121034631,-0.23934908613257833,0.5669311596313414,1.3914657337812664,-0.5990106646392946,1.5174760711853474,1.6806377546302331,-1.614870567805108,1.1675999225825002,-0.33067839903793445,-0.8411651867535346,-1.1425456483962324,0.0,0,1,0,0,0,0,0,0,0,0,0,0,Tidak Likuid,0
MITI,-0.03995625894498919,-0.03819320941267528,0.46331027955874954,-0.28369124491465114,-0.26961846663663497,-0.004425270783093041,-0.5179355342971336,-0.3811091329063277,0.43217212889937834,0.5692571164863492,0.686130113509497,-0.5098759372355967,-0.33067839903793445,-0.6510956169022651,1.1454006247469948,0.0,0,0,0,0,0,0,0,0,0,0,0,1,Menengah,1
MAPI,1.1614368034752005,1.2296423093572408,-0.9232418449883664,1.5077212220197007,1.063292449779135,0.9567251699919869,0.817697412174899,-0.6477472111099185,-0.08807358106997071,0.011507483621972788,-0.09445423249694637,1.2249955809388988,-0.33067839903793445,-1.1712860186004763,0.5245240929068656,0.0,0,1,0,0,0,0,0,0,0,0,0,0,Likuid,2
GRPH,-0.4705374241384349,-0.5561825819479234,0.7998016168354577,-1.4490280093773749,-0.9707579490095702,-0.2492976319550246,-0.3699450091960162,-0.6431574355032287,-2.0869474552227887,-1.8320958004915129,2.054897698985703,-1.232724078574672,-0.33067839903793445,3.110281133838645,-1.1024324735119015,0.0,0,1,0,0,0,0,0,0,0,0,0,0,Tidak Likuid,0
CHIP,0.08846899027875349,-0.2544226090496297,-0.8907422461295017,0.06342657892196958,1.083064479532287,-0.38912158579725475,-0.5217325683695574,-0.610258926411661,-1.3798072709996247,-0.9718412920212288,0.5760768901527006,-1.0682670227925084,-0.33067839903793445,-0.3709930929109207,-1.022791242987906,0.0,0,0,0,0,0,0,0,0,0,1,0,0,Tidak Likuid,0
BJBR,0.7063050075694629,0.6491589668156564,-0.772629963185982,1.0910870244367632,0.8185008280167536,0.49663673931356594,-0.07224585397067235,-0.6460340072877899,-1.1678201557831076,-1.1697313459937264,0.5394286096124808,0.4828497223163682,-0.33067839903793445,-0.21093450777300973,0.044819188351253744,0.0,0,0,0,0,1,0,0,0,0,0,0,0,Menengah,1
IMJS,0.40408863873211726,0.5135558995332828,0.19894093302574792,0.20509995046123886,-0.19656095551843936,0.5271454201258781,0.1150560533776756,-0.6228523682217127,0.7761498487976707,0.3233623715311067,0.05699150834995248,1.6497899220053052,-0.33067839903793445,-0.6711029400445041,-0.24565072239369817,0.0,0,0,0,0,0,0,0,0,0,0,0,1,Menengah,1
